,cuid,convert_30,revenue_30,roll_up,currentstatus,companytypegroup,team,customersource,accrole,num_employees,num_purchases_year,cost_purchases_year,enrollmentmethod,numorderone,numorderthreeone,numorderseventhree,numorderthirtyseven,numordersixtythirty,numorderyearsixty,sumrevone,sumrevthreeone,sumrevseventhree,sumrevthirtyseven,sumrevsixtythirty,sumrevyearsixty,numbamorder,numselforder,totalrev,aov,dayssincelastord,cuidshare,numstores,pospercentage,numinf,numinfconnect,numinfphone,numinfquote,percentlarge,percdirtythirty,percdirtyninetythirty,percdirtyyearninety,numbilling,numreturn,numwims,numproblem,numother,percentresolved,minnps,avgnps,maxnps,nps_count,numquote,numorderfromquote,quoteconrate,avgquoteprice,avgconquoteprice,numvisitone,numvisitthreeone,numvisitseventhree,numvisitthirtyseven,numvisitsixtythirty,numvisityearsixty,numvisittotal,numloggedinone,numloggedinthreeone,numloggedinseventhree,numloggedinthirtyseven,numloggedinsixtythirty,numloggedinyearsixty,numsecondsonsiteone,numsecondsonsitethreeone,numsecondsonsiteseventhree,numsecondsonsitethirtyseven,numsecondsonsitesixtythirty,numsecondsonsiteyearsixty,numtotalpageviewsone,numtotalpageviewsthreeone,numtotalpageviewsseventhree,numtotalpageviewsthirtyseven,numtotalpageviewssixtythirty,numtotalpageviewsyearsixty,numatcone,numatcthreeone,numatcseventhree,numatcthirtyseven,numatcsixtythirty,numatcyearsixty,numideaboardone,numideaboardthreeone,numideaboardseventhree,numideaboardthirtyseven,numideaboardsixtythirty,numideaboardyearsixty,dayssincelastvisit,sumatcprice,avgatcprice,numsearchtermsone,numsearchtermsthreeone,numsearchtermsseventhree,numsearchtermsthirtyseven,numsearchtermssixtythirty,numsearchtermsyearsixty,numskusviewedone,numskusviewedthreeone,numskusviewedseventhree,numskusviewedthirtyseven,numskusviewedsixtythirty,numskusviewedyearsixty,avgpriceone,avgpricethreeone,avgpriceseventhree,avgpricethirtyseven,avgpricesixtythirty,avgpriceyearsixty,avgprice,numtasksfirstintroone,numtasksfirstintrothreeone,numtasksfirstintroseventhree,numtasksfirstintrothirtyseven,numtasksfirstintrosixtythirty,numtasksfirstintroyearsixty,numtaskscadenceone,numtaskscadencethreeone,numtaskscadenceseventhree,numtaskscadencethirtyseven,numtaskscadencesixtythirty,numtaskscadenceyearsixty,numtasksreassignone,numtasksreassignthreeone,numtasksreassignseventhree,numtasksreassignthirtyseven,numtasksreassignsixtythirty,numtasksreassignyearsixty,numtaskscustactone,numtaskscustactthreeone,numtaskscustactseventhree,numtaskscustactthirtyseven,numtaskscustactsixtythirty,numtaskscustactyearsixty,numtasksotherone,numtasksotherthreeone,numtasksotherseventhree,numtasksotherthirtyseven,numtasksothersixtythirty,numtasksotheryearsixty,numcallsone,numcallsthreeone,numcallsseventhree,numcallsthirtyseven,numcallssixtythirty,numcallsyearsixty,numemailsone,numemailsthreeone,numemailsseventhree,numemailsthirtyseven,numemailssixtythirty,numemailsyearsixty,totalcalldurationone,totalcalldurationthreeone,totalcalldurationseventhree,totalcalldurationthirtyseven,totalcalldurationsixtythirty,totalcalldurationyearsixty,decmakerflagone,decmakerflagsevenone,decmakerflagfourteenseven,decmakerflagthirtyfourteen,percsecondsinbound,percemailopenedone,percemailopenedthreeone,percemailopenedseventhree,percemailopenedthirtyseven,percemailopenedsixtythirty,percemailopenedyearsixty,percemailclickedone,percemailclickedthreeone,percemailclickedseventhree,percemailclickedthirtyseven,percemailclickedsixtythirty,percemailclickedyearsixty,currentapplicability,numemaillist,dayssinceenrollment
3497,68212,0,0,Onboarding,Enrolled,Business,US,External Application,Primary,None,None,None,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,17,33,98,150,0,0,2,6,19,66,0,0,191,17182,65972,165664,0,0,10,153,624,1651,0,0,0,0,2,7,0,0,0,0,0,0,6,,,0,0,0,0,15,47,0,0,2,43,178,369,,,770.49,328.8102326,462.4880337,388.6084282,407.7689189,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0.5,0.193181818,0.123076923,0.126717557,0,0,0.071428571,0.056818182,0.038461538,0.009160305,8,3,21
3506,68442,0,0,Onboarding,Enrolled,Business,US,Internal Application,Primary,6to10,6to10,5to25,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,8,9,0,0,0,0,1,1,0,0,0,0,338,4108,0,0,0,0,11,87,0,0,0,0,1,1,0,0,0,0,0,0,56,,,0,0,0,0,0,2,0,0,0,0,1,13,,,,,342.95,1045.46,995.2807143,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,301,0,0,0,0,0,,0,0,0,1,0.5,0.288888889,0,0,0,0,0,0.044444444,,,54
3507,68476,0,0,Onboarding,Enrolled,Trade,US,Other,None,11to50,None,None,other,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,19,23,77,120,1,0,0,18,19,32,5838,0,0,100370,95676,225549,6,0,0,384,684,1649,0,0,0,0,2,4,0,0,0,3,7,15,1,,,0,0,0,6,17,26,1,0,0,86,145,362,3396,,,1721.004186,1937.301931,769.9424862,1197.020741,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,29,0,0,0,0,0,,0,0,0,0.166666667,0.111111111,0,0,0,0,0.166666667,0,0,,,41
3508,68478,0,0,Onboarding,Active,Business,US,Internal Application,Primary,None,None,None,email,0,0,0,0,0,2,0,0,0,0,0,104.67,0,2,104.67,52.335,74,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,1,6,7,8,47,69,0,1,6,5,5,13,0,12,11160,8814,1235,36296,0,1,7,27,38,361,0,0,0,0,2,8,0,0,0,0,1,2,3,,,0,0,0,0,1,0,0,1,6,5,9,69,,42.99,42.99,49.792,51.12,241.995942,196.7521111,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,3,0,0,0,0,27,108,0,0,0,0,,0,0,0,0,0.020833333,0.011650485,0,0,0,0,0,0.009708738,7,1,83
3513,68551,0,0,Onboarding,Enrolled,Business,US,Internal Customer Scrape,None,None,None,None,liveTransfer,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0.5,0,0,0,0,0,0,,,38
3515,68563,0,0,Onboarding,Active,Business,US,Internal Application,None,2to5,3to5,1to5,directEIN,0,0,0,1,1,0,0,0,0,353.86,543.01,0,0,2,896.87,448.435,17,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,6,13,22,41,0,0,0,3,11,14,0,0,0,2149,44411,30512,0,0,0,50,363,601,0,0,0,1,1,1,0,0,0,0,5,9,17,399.99,399.99,0,0,0,2,10,5,0,0,0,11,117,226,,,,310.01,731.3380342,993.975708,885.9185593,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,20,0,0,0,0,0,,0,0.333333333,0.25,0.171428571,0.094339623,0.035714286,0,0,0,0.114285714,0.094339623,0.016483516,7,1,46
3523,68682,1,1978.64,Onboarding,Enrolled,Business,US,Internal Customer Scrape,Primary,None,None,None,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,11,9,10,3,41,1,2,7,0,3,2,6958,5625,27444,14050,10997,720,69,46,152,155,52,19,1,0,4,3,2,1,0,0,2,0,0,0,1,9938.94,828.245,0,7,12,1,7,0,12,9,39,27,11,4,2468.246667,549.2133333,895.5664103,1895.118148,763.8545455,1123.36,1309.343137,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,1106,0,0,0,0,0,0,0,0.887884268,0,0,0.4,0.0625,0,0.4,0,0,0.2,0.125,0,0.1,3,1,6
3524,68711,1,327.32,Onboarding,Active,Business,US,Internal Customer Scrape,None,11to50,3to5,5to25,directEIN,0,0,0,0,3,0,0,0,0,0,2406.75,0,0,3,2406.75,802.25,33,1,2,0,0,0,0,0,0.666666667,0,0.333333333,0,0,0,0,1,0,1,,,,,,,,,,0,0,2,8,40,7,57,0,0,1,8,25,1,0,0,199,6497,100422,1532,0,0,6,78,1249,51,0,0,0,0,16,1,0,0,0,1,0,0,5,,,0,0,0,2,59,1,0,0,3,24,382,16,,,686.66,526.6833333,317.3060995,182.949375,326.6788235,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,34,82,0,0,0,0,0,0,0,0,0.5,0.235294118,0.423076923,0,0,0,0.5,0,0.038461538,0,,,36
3527,68790,0,0,Onboarding,Enrolled,Business,US,Social - Paid,None,11to50,3to5,5to25,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,2,25,28,0,0,0,0,2,13,0,0,0,595,4140,37192,0,0,0,10,68,468,0,0,0,0,1,2,0,0,0,0,0,0,26,,,0,0,0,0,0,5,0,0,0,3,26,171,,,,43.67333333,200.71,350.6137427,326.52215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.039215686,0.014084507,0.03960396,0,0,0,0.019607843,0.014084507,0.007072136,7,2,0
3528,68804,0,0,Onboarding,Enrolled,Business,US,Internal Customer Scrape,Primary,None,None,None,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,1,2,5,0,0,0,1,0,0,0,0,0,4841,0,208,0,0,0,187,1,15,0,0,0,2,0,0,0,0,0,0,0,0,10,1869.96,116.8725,0,0,0,5,0,0,0,0,0,36,0,0,,,,144.1694444,,,144.1694444,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,871,0,0,0,0,0,0,0.53272101,0,0,0,0.4,0,0,0,0,0,0,0,0,7,1,9
3529,68826,1,765.14,Onboarding,Enrolled,Trade,US,Affiliates,Purchaser,None,None,None,other,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,1,0,0,26391.28,,2,0,5,16,22,90,135,2,0,5,16,19,52,524,0,41819,48499,36125,105405,26,0,160,415,354,1382,0,0,1,2,1,5,1,0,2,4,1,5,1,1279.28,426.4266667,0,0,0,4,3,21,8,0,47,94,65,285,565.4425,,409.0997872,639.8974468,983.36,997.7319298,866.0793387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1253,0,0,0,0,0,,0,0,0,0.153846154,0.333333333,0.053658537,0,0,0,0,0.083333333,0.029268293,3.5,2,47
3532,68872,0,0,Onboarding,Enrolled,Business,US,Search - Paid,Primary,None,None,None,liveTransfer,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,2,4,0,0,0,0,0,0,0,0,0,922,0,2450,0,0,0,27,0,42,0,0,0,0,0,1,0,0,0,0,0,0,10,,,0,0,0,2,0,0,0,0,0,3,0,14,,,,77.66,,1670.515,1389.422941,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,966,0,0,0,0,0,0,0.630434783,,,,,,,,,,,,,,,8
3533,68907,0,0,Onboarding,Enrolled,Trade,US,Internal Application,None,2to5,25plus,100plus,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,10,2,36,51,0,1,2,9,1,27,0,143,32253,26887,1873,32979,0,4,174,362,35,519,0,0,0,1,0,4,0,1,1,2,1,11,3,3453.36,191.8533333,0,0,1,7,2,3,0,0,41,72,6,137,,,785.9792683,572.7780556,606.345,386.3873723,507.9621484,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,1212,0,0,0,0,0,0,0,0,0.259075908,0,0.333333333,0,0.319148936,0,0.131578947,0,0,0,0.063829787,0,0.01754386,7,1,4
3534,68931,0,0,Onboarding,Enrolled,Business,US,Internal Customer Scrape,Purchaser,None,None,None,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,5,9,15,33,0,0,0,3,3,0,1,3,55,25591,22708,66274,1,2,4,93,163,194,0,0,0,1,2,2,0,0,0,0,0,0,1,134.99,134.99,0,0,1,0,2,0,1,2,1,8,35,61,720,500.04,500.04,401.06,440.6062857,967.9647541,739.7747222,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,343,0,0,0,0,0,,0.666666667,0,0,0.088235294,0.055555556,0.178571429,0.333333333,0,0,0.029411765,0,0.053571429,7,1,33
3536,69004,1,174.99,Onboarding,Active,Business,US,Internal Application,None,None,None,None,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5,25,30,0,0,0,0,0,3,0,0,0,0,2389,15444,0,0,0,0,42,246,0,0,0,0,0,3,0,0,0,0,0,1,34,,,0,0,0,0,0,12,0,0,0,0,10,38,,,,,99.597,390.1286842,329.60125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.03125,0.030487805,0,0,0,0,0.03125,0.018292683,3,1,0
3537,69029,0,0,Onboarding,Enrolled,Business,US,Search - Paid,Primary,None,None,None,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,3,0,0,5,1,0,0,0,0,0,503,0,7039,9963,0,0,11,0,25,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,2,2,0,0,0,0,8,2,0,0,,,80.66625,74.995,,,79.532,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,193,0,0,0,0,0,0,0,1,0.5,0.6,0.25,0,0,1,0,0.2,0.125,0,0,5,1,15
3538,69058,0,0,Onboarding,Enrolled,Business,US,Internal Customer Scrape,None,None,None,None,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,5,10,7,26,49,0,0,4,7,3,16,0,63,4689,1488,953,17273,0,4,20,92,68,258,0,0,0,1,0,3,0,0,0,0,1,0,2,999.97,333.3233333,0,0,0,0,2,9,0,2,0,15,15,99,,129.99,,188.6713333,1548.262,211.080404,360.388855,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,549,0,0,0,0,0,0,0,0,0.2,0.125,0.146666667,0.096774194,0.117154812,0,0.2,0.041666667,0.053333333,0.048387097,0.016736402,7,2,19
3540,69125,0,0,Onboarding,Enrolled,Trade,US,Social - Paid,None,None,None,None,liveTransfer,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,12,57,70,0,0,0,0,11,32,0,0,0,0,64560,151636,0,0,1,0,327,1368,0,0,0,0,4,14,0,0,0,0,0,4,5,,,0,0,0,0,7,35,0,0,1,0,65,275,,,1349,,429.6244615,220.4576727,263.6376833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.090909091,0.189655172,0.110344828,0.227005871,0,0,0,0,0,0.007827789,7,2,36
3541,69205,0,0,Onboarding,Enrolled,Business,CA,External Application,Purchaser,None,None,None,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,4,11,2,34,61,3,5,0,0,0,0,510,14445,5017,5821,4042,38375,14,216,32,80,3,363,0,1,0,0,0,1,0,1,0,0,0,0,1,674.93,96.41857143,1,5,0,3,0,12,2,25,4,18,0,85,224.99,155.1936,113.195,191.7694444,,402.1661176,316.5564925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,0,1,0.4,0.333333333,0.541666667,0.322580645,0.457142857,0.333333333,0.2,0.333333333,0.083333333,0.064516129,0.114285714,7,1,1
3543,69224,0,0,Onboarding,Active,Business,US,Internal Application,None,2to5,3to5,1to5,directEIN,0,0,0,1,0,0,0,0,0,82.99,0,0,0,1,82.99,82.99,17,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0,0,0,12,0,0,12,0,0,0,5,0,0,0,0,0,14228,0,0,0,0,0,147,0,0,0,0,0,2,0,0,0,0,0,1,0,0,9,470.62,235.31,,,,,,,0,0,0,33,0,0,,,,263.3412121,,,263.3412121,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0.384615385,0,0,0,0,0,0.384615385,0,0,,,17
3546,69250,0,0,Onboarding,Enrolled,Business,US,Internal Customer Scrape,Purchaser,None,None,None,email,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,13,16,41,70,0,0,0,6,6,6,0,0,0,21503,26864,93390,0,0,0,80,248,546,0,0,0,3,6,12,0,0,0,0,0,0,21,3599.84,514.2628571,0,0,0,0,1,3,0,0,0,17,62,120,,,,534.1623529,384.2856452,329.5396667,364.0765327,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,99,0,0,0,0,0,,0,0,0,0.076086957,0.118421053,0.06462585,0,0,0,0.032608696,0.052631579,0.030612245,6,2,34
3548,69303,0,0,Onboarding,Enrolled,Business,US,External Application,None,2to5,6to10,25to100,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0.666666667,0.428571429,0.857142857,0.259259259,0.263157895,0.132352941,0,0.285714286,0.285714286,0.037037037,0.026315789,0.024509804,14,1,5
3549,69345,1,67.99,Onboarding,Active,Business,US,Internal Application,None,6to10,11to25,1to5,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,21,8,24,30,85,0,0,6,2,1,0,0,80,21259,4985,10958,5805,0,9,397,39,215,156,0,0,9,2,3,0,0,0,1,0,0,0,3,17098.91,551.5777419,0,0,3,0,1,8,0,0,87,5,55,39,,,666.243908,1088.156,460.1947273,340.1882051,548.2905914,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0.333333333,0.222222222,0.576923077,0.141509434,0.217054264,0.089855072,0,0.111111111,0.230769231,0.018867925,0.069767442,0.02173913,10,2,5
3551,69377,0,0,Onboarding,Enrolled,Business,US,Social - Paid,Primary,None,None,None,liveTransfer,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,11,12,0,0,0,1,0,0,0,0,0,89,0,17950,0,0,0,3,0,83,0,0,0,0,0,2,0,0,0,0,0,0,10,,,0,0,0,0,0,2,0,0,0,0,0,25,,,,,,791.9948,791.9948,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,1,0,0,0,0.166666667,0.117647059,0.066666667,0,0,0,0,0,0.018181818,3,1,9
3558,69471,1,443.94,Onboarding,Enrolled,Business,US,Social - Paid,None,6to10,3to5,1to5,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,0,2,7,0,1,0,0,0,0,11,807,3230,0,0,1730,1,24,19,1,0,35,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,2,0,0,0,4,1,8,4,0,0,13,599.99,274.23,225.49,,,94.93846154,189.615,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
3559,69483,0,0,Onboarding,Enrolled,Business,US,Search - Paid,None,2to5,6to10,5to25,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,8,0,0,8,0,0,0,3,0,0,0,0,0,799,0,0,0,0,0,36,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,167.98,83.99,,,,,,,0,0,0,4,0,0,,,,73.755,,,73.755,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0.230769231,0,0,0,0,0,0,0,0,1,1,8
3561,69495,1,1452.26,Onboarding,Enrolled,Trade,US,Internal Customer Scrape,Primary,2to5,None,None,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,1,1,3,33,44,6,0,0,0,2,4,13944,0,123,10568,2444,18797,96,0,4,2,82,177,2,0,0,0,1,1,2,0,0,0,1,1,1,1159.98,386.66,6,0,0,0,0,3,21,0,1,0,20,46,714.2380952,,38,,134.477,672.6856522,553.0690909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.5,0.25,0.28125,0.285714286,0.269503546,0,0.5,0.25,0.03125,0.047619048,0.028368794,10,1,0
3563,69530,0,0,Onboarding,Enrolled,Business,US,Internal Customer Scrape,Primary,None,None,None,phone,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,4,0,0,4,0,0,0,3,0,0,0,0,0,4386,0,0,0,0,0,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,578.99,578.99,0,0,0,3,0,0,0,0,0,4,0,0,,,,578.49,,,578.49,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0.4375,0,0,0,0,0,0.125,0,0,1,1,20
3564,69558,0,0,Onboarding,Enrolled,Business,US,Social - Paid,None,6to10,25plus,100plus,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,47,9,23,81,0,1,0,25,0,0,0,4883,5,62141,7490,3741,0,13,1,658,127,124,0,0,0,1,1,0,0,0,0,0,0,0,3,341.04,113.68,0,0,0,9,3,4,0,4,1,153,34,23,,763.37,399,1815.861765,724.41,269.9213043,1451.709116,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0.5,0,0.1,0,0.102941176,0,0,0,0.05,0,0.044117647,7,1,28
3569,69637,1,110.99,Onboarding,Enrolled,Business,US,Internal Application,None,50plus,6to10,5to25,directEIN,,,,,,,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,10,10,10,1,,,,,,0,0,2,2,1,6,11,0,0,1,2,0,3,0,0,347,3962,104,11782,0,0,15,55,4,182,0,0,0,1,0,3,0,0,0,1,0,0,4,1375,687.5,0,0,0,1,0,8,0,0,1,8,1,29,,,2249,762.12875,149.05,108.9768966,298.8566667,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0.25,0,0.333333333,0,0,0,0.035714286,0,0.142857143,,,26
3570,69642,0,0,Onboarding,Active,Business,US,Affiliates,Primary,None,None,None,phone,0,0,0,0,1,0,0,0,0,0,926.66,0,0,1,926.66,926.66,48,1,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,0,0,0,3,16,54,73,0,0,0,3,16,22,0,0,0,5122,50144,137669,0,0,0,71,282,735,0,0,0,0,2,9,0,0,0,2,4,6,16,,,0,0,0,11,9,48,0,0,0,23,46,171,,,,337.086087,472.6167391,590.208538,543.4125417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,760,0,0,0,0,,0,0,0,0.03030303,0.184210526,0.023076923,0,0,0,0,0,0.007692308,1,1,133
3572,69670,1,1441.9,Onboarding,Active,Trade,US,Internal Application,None,None,None,None,directEIN,0,0,0,2,2,0,0,0,0,561.97,433.05,0,0,4,995.02,248.755,17,1,2,0,0,0,0,0,0.5,0,0.5,0,,,,,,,,,,,,,,,,2,0,0,19,31,110,162,2,0,0,11,18,11,2173,0,0,7279,31071,126162,34,0,0,105,411,1205,1,0,0,2,7,11,0,0,0,0,0,0,1,592.97,197.6566667,0,0,0,3,4,14,9,0,0,16,104,372,200.6122222,,,252.059375,428.9643269,835.1323656,720.7983832,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,56,0,0,0,0,0,0,0,0.6,0.125,0.1875,0.17,0.165413534,0.167938931,0.4,0,0,0.1,0.120300752,0.120229008,8,3,36
